Season;Kolo;Datum;Domaci;Hoste;Score;Result[team];Goly 0-2;Kazdy tym dal gol
season_8-9;30;11.04. 20:00;Barcelona;Huelva;2  :  0;Barcelona;true;false
season_8-9;31;19.04. 21:00;Betis;Gijon;2  :  0;Betis;true;false
season_8-9;31;19.04. 19:00;Valencia;Sevilla;3  :  1;Valencia;false;true
season_8-9;31;19.04. 17:00;Almeria;Osasuna;2  :  1;Almeria;false;true
season_8-9;31;19.04. 17:00;Espanyol;Santander;1  :  0;Espanyol;true;false
season_8-9;31;19.04. 17:00;Valladolid;Villarreal;0  :  0;draw;true;false
season_8-9;31;18.04. 22:00;Huelva;Real Madrid;0  :  1;Real Madrid;true;false
season_8-9;31;18.04. 20:00;Ath. Bilbao;La Coruňa;0  :  1;La Coruňa;true;false
season_8-9;31;18.04. 20:00;Atl. Madrid;Numancia;3  :  0;Atl. Madrid;false;false
season_8-9;31;18.04. 20:00;Getafe;Barcelona;0  :  1;Barcelona;true;false
season_8-9;31;18.04. 20:00;Malaga;Mallorca;1  :  1;draw;true;true
season_8-9;32;23.04. 22:00;Mallorca;Valladolid;2  :  0;Mallorca;true;false
season_8-9;32;23.04. 22:00;Santander;Atl. Madrid;5  :  1;Santander;false;true
season_8-9;32;23.04. 20:00;Gijon;Espanyol;0  :  3;Espanyol;false;false
season_8-9;32;23.04. 20:00;Villarreal;Huelva;2  :  1;Villarreal;false;true
season_8-9;32;22.04. 22:00;Barcelona;Sevilla;4  :  0;Barcelona;false;false
season_8-9;32;22.04. 20:00;Betis;Valencia;1  :  2;Valencia;false;true
season_8-9;32;22.04. 20:00;La Coruňa;Almeria;2  :  0;La Coruňa;true;false
season_8-9;32;22.04. 20:00;Osasuna;Malaga;2  :  3;Malaga;false;true
season_8-9;32;21.04. 21:00;Numancia;Ath. Bilbao;1  :  2;Ath. Bilbao;false;true
season_8-9;32;21.04. 21:00;Real Madrid;Getafe;3  :  2;Real Madrid;false;true
season_8-9;33;26.04. 21:00;Atl. Madrid;Gijon;3  :  1;Atl. Madrid;false;true
season_8-9;33;26.04. 19:00;Sevilla;Real Madrid;2  :  4;Real Madrid;false;true
season_8-9;33;26.04. 17:00;Ath. Bilbao;Santander;2  :  1;Ath. Bilbao;false;true
season_8-9;33;26.04. 17:00;Espanyol;Betis;2  :  0;Espanyol;true;false
season_8-9;33;26.04. 17:00;Getafe;Villarreal;1  :  2;Villarreal;false;true
season_8-9;33;26.04. 17:00;Huelva;Mallorca;2  :  4;Mallorca;false;true
season_8-9;33;26.04. 17:00;Valladolid;Osasuna;0  :  0;draw;true;false
season_8-9;33;25.04. 22:00;Valencia;Barcelona;2  :  2;draw;false;true
season_8-9;33;25.04. 20:00;Almeria;Numancia;2  :  1;Almeria;false;true
season_8-9;33;25.04. 20:00;Malaga;La Coruňa;1  :  1;draw;true;true
season_8-9;34;03.05. 21:00;Betis;Atl. Madrid;0  :  2;Atl. Madrid;true;false
season_8-9;34;03.05. 19:00;Espanyol;Valencia;3  :  0;Espanyol;false;false
season_8-9;34;03.05. 17:00;Gijon;Ath. Bilbao;1  :  1;draw;true;true
season_8-9;34;03.05. 17:00;La Coruňa;Valladolid;1  :  0;La Coruňa;true;false
season_8-9;34;03.05. 17:00;Mallorca;Getafe;2  :  1;Mallorca;false;true
season_8-9;34;03.05. 17:00;Osasuna;Huelva;1  :  2;Huelva;false;true
season_8-9;34;03.05. 17:00;Santander;Almeria;0  :  2;Almeria;true;false
season_8-9;34;02.05. 22:00;Numancia;Malaga;2  :  0;Numancia;true;false
season_8-9;34;02.05. 22:00;Villarreal;Sevilla;0  :  2;Sevilla;true;false
season_8-9;34;02.05. 20:00;Real Madrid;Barcelona;2  :  6;Barcelona;false;true
season_8-9;35;10.05. 21:00;Atl. Madrid;Espanyol;3  :  2;Atl. Madrid;false;true
season_8-9;35;10.05. 19:00;Barcelona;Villarreal;3  :  3;draw;false;true
season_8-9;35;10.05. 17:00;Almeria;Gijon;3  :  1;Almeria;false;true
season_8-9;35;10.05. 17:00;Getafe;Osasuna;3  :  0;Getafe;false;false
season_8-9;35;10.05. 17:00;Huelva;La Coruňa;1  :  2;La Coruňa;false;true
season_8-9;35;10.05. 17:00;Malaga;Santander;1  :  0;Malaga;true;false
season_8-9;35;10.05. 17:00;Valladolid;Numancia;0  :  0;draw;true;false
season_8-9;35;09.05. 22:00;Valencia;Real Madrid;3  :  0;Valencia;false;false
season_8-9;35;09.05. 20:00;Ath. Bilbao;Betis;1  :  0;Ath. Bilbao;true;false
season_8-9;35;09.05. 20:00;Sevilla;Mallorca;3  :  1;Sevilla;false;true
season_8-9;36;17.05. 21:00;Atl. Madrid;Valencia;1  :  0;Atl. Madrid;true;false
season_8-9;36;17.05. 19:00;Mallorca;Barcelona;2  :  1;Mallorca;false;true
season_8-9;36;17.05. 17:00;Betis;Almeria;2  :  0;Betis;true;false
season_8-9;36;17.05. 17:00;Espanyol;Ath. Bilbao;1  :  0;Espanyol;true;false
season_8-9;36;17.05. 17:00;Gijon;Malaga;2  :  1;Gijon;false;true
season_8-9;36;17.05. 17:00;Numancia;Huelva;1  :  0;Numancia;true;false
season_8-9;36;17.05. 17:00;Santander;Valladolid;3  :  2;Santander;false;true
season_8-9;36;16.05. 22:00;Villarreal;Real Madrid;3  :  2;Villarreal;false;true
season_8-9;36;16.05. 20:00;La Coruňa;Getafe;1  :  1;draw;true;true
season_8-9;36;16.05. 20:00;Osasuna;Sevilla;0  :  0;draw;true;false
season_8-9;37;24.05. 21:00;Real Madrid;Mallorca;1  :  3;Mallorca;false;true
season_8-9;37;23.05. 21:00;Almeria;Espanyol;0  :  3;Espanyol;false;false
season_8-9;37;23.05. 21:00;Ath. Bilbao;Atl. Madrid;1  :  4;Atl. Madrid;false;true
season_8-9;37;23.05. 21:00;Barcelona;Osasuna;0  :  1;Osasuna;true;false
season_8-9;37;23.05. 21:00;Getafe;Numancia;1  :  0;Getafe;true;false
season_8-9;37;23.05. 21:00;Huelva;Santander;0  :  1;Santander;true;false
season_8-9;37;23.05. 21:00;Malaga;Betis;1  :  1;draw;true;true
season_8-9;37;23.05. 21:00;Sevilla;La Coruňa;1  :  0;Sevilla;true;false
season_8-9;37;23.05. 21:00;Valladolid;Gijon;1  :  2;Gijon;false;true
season_8-9;37;23.05. 21:00;Villarreal;Valencia;3  :  1;Villarreal;false;true
season_8-9;38;31.05. 19:00;Betis;Valladolid;1  :  1;draw;true;true
season_8-9;38;31.05. 19:00;Gijon;Huelva;2  :  1;Gijon;false;true
season_8-9;38;31.05. 19:00;Osasuna;Real Madrid;2  :  1;Osasuna;false;true
season_8-9;38;31.05. 19:00;Santander;Getafe;1  :  1;draw;true;true
season_8-9;38;31.05. 17:00;Espanyol;Malaga;3  :  0;Espanyol;false;false
season_8-9;38;31.05. 17:00;Numancia;Sevilla;0  :  2;Sevilla;true;false
season_8-9;38;30.05. 21:00;Atl. Madrid;Almeria;3  :  0;Atl. Madrid;false;false
season_8-9;38;30.05. 21:00;La Coruňa;Barcelona;1  :  1;draw;true;true
season_8-9;38;30.05. 21:00;Mallorca;Villarreal;2  :  3;Villarreal;false;true
season_8-9;38;30.05. 21:00;Valencia;Ath. Bilbao;2  :  0;Valencia;true;false
season_7-8;1;26.08. 21:00;Espanyol;Valladolid;0  :  1;Valladolid;true;false
season_7-8;1;26.08. 21:00;Valencia;Villarreal;0  :  3;Villarreal;false;false
season_7-8;1;26.08. 19:00;Ath. Bilbao;Osasuna;0  :  0;draw;true;false
season_7-8;1;26.08. 19:00;Huelva;Betis;1  :  1;draw;true;true
season_7-8;1;26.08. 19:00;La Coruňa;Almeria;0  :  3;Almeria;false;false
season_7-8;1;26.08. 19:00;Mallorca;Levante;3  :  0;Mallorca;false;false
season_7-8;1;26.08. 19:00;Santander;Barcelona;0  :  0;draw;true;false
season_7-8;1;25.08. 22:00;Murcia;Zaragoza;2  :  1;Murcia;false;true
season_7-8;1;25.08. 22:00;Sevilla;Getafe;4  :  1;Sevilla;false;true
season_7-8;1;25.08. 20:00;Real Madrid;Atl. Madrid;2  :  1;Real Madrid;false;true
season_7-8;2;05.12. 20:45;Osasuna;Sevilla;1  :  1;draw;true;true
season_7-8;2;02.09. 21:00;Atl. Madrid;Mallorca;1  :  1;draw;true;true
season_7-8;2;02.09. 21:00;Villarreal;Real Madrid;0  :  5;Real Madrid;false;false
season_7-8;2;02.09. 19:00;Almeria;Valencia;1  :  2;Valencia;false;true
season_7-8;2;02.09. 19:00;Barcelona;Ath. Bilbao;3  :  1;Barcelona;false;true
season_7-8;2;02.09. 19:00;Betis;Espanyol;2  :  2;draw;false;true
season_7-8;2;02.09. 19:00;Getafe;Huelva;1  :  1;draw;true;true
season_7-8;2;02.09. 19:00;Valladolid;La Coruňa;2  :  2;draw;false;true
season_7-8;2;01.09. 22:00;Levante;Murcia;0  :  0;draw;true;false
season_7-8;2;01.09. 22:00;Zaragoza;Santander;1  :  1;draw;true;true
season_7-8;3;16.09. 21:00;Osasuna;Barcelona;0  :  0;draw;true;false
season_7-8;3;16.09. 19:00;Sevilla;Huelva;4  :  1;Sevilla;false;true
season_7-8;3;16.09. 17:00;Espanyol;Getafe;1  :  0;Espanyol;true;false
season_7-8;3;16.09. 17:00;La Coruňa;Betis;1  :  0;La Coruňa;true;false
season_7-8;3;16.09. 17:00;Mallorca;Villarreal;0  :  1;Villarreal;true;false
season_7-8;3;16.09. 17:00;Murcia;Atl. Madrid;1  :  1;draw;true;true
season_7-8;3;16.09. 17:00;Santander;Levante;1  :  0;Santander;true;false
season_7-8;3;15.09. 22:00;Ath. Bilbao;Zaragoza;1  :  1;draw;true;true
season_7-8;3;15.09. 20:00;Real Madrid;Almeria;3  :  1;Real Madrid;false;true
season_7-8;3;15.09. 20:00;Valencia;Valladolid;2  :  1;Valencia;false;true
season_7-8;4;23.09. 21:00;Valladolid;Real Madrid;1  :  1;draw;true;true
season_7-8;4;23.09. 19:00;Atl. Madrid;Santander;4  :  0;Atl. Madrid;false;false
season_7-8;4;23.09. 17:00;Almeria;Mallorca;1  :  1;draw;true;true
season_7-8;4;23.09. 17:00;Betis;Valencia;1  :  2;Valencia;false;true
season_7-8;4;23.09. 17:00;Getafe;La Coruňa;0  :  0;draw;true;false
season_7-8;4;23.09. 17:00;Levante;Ath. Bilbao;1  :  2;Ath. Bilbao;false;true
season_7-8;4;23.09. 17:00;Villarreal;Murcia;2  :  0;Villarreal;true;false
season_7-8;4;23.09. 17:00;Zaragoza;Osasuna;2  :  1;Zaragoza;false;true
season_7-8;4;22.09. 22:00;Barcelona;Sevilla;2  :  1;Barcelona;false;true
season_7-8;4;22.09. 20:00;Huelva;Espanyol;2  :  1;Huelva;false;true
season_7-8;5;27.09. 22:00;Real Madrid;Betis;2  :  0;Real Madrid;true;false
season_7-8;5;26.09. 22:00;Barcelona;Zaragoza;4  :  1;Barcelona;false;true
season_7-8;5;26.09. 21:00;Ath. Bilbao;Atl. Madrid;0  :  2;Atl. Madrid;true;false
season_7-8;5;26.09. 20:00;La Coruňa;Huelva;0  :  2;Huelva;true;false
season_7-8;5;26.09. 20:00;Mallorca;Valladolid;4  :  2;Mallorca;false;true
season_7-8;5;26.09. 20:00;Murcia;Almeria;0  :  1;Almeria;true;false
season_7-8;5;26.09. 20:00;Osasuna;Levante;4  :  1;Osasuna;false;true
season_7-8;5;26.09. 20:00;Santander;Villarreal;0  :  2;Villarreal;true;false
season_7-8;5;26.09. 20:00;Valencia;Getafe;2  :  1;Valencia;false;true
season_7-8;5;25.09. 21:00;Sevilla;Espanyol;2  :  3;Espanyol;false;true
season_7-8;6;30.09. 21:00;Huelva;Valencia;0  :  1;Valencia;true;false
season_7-8;6;30.09. 19:00;Getafe;Real Madrid;0  :  1;Real Madrid;true;false
season_7-8;6;30.09. 17:00;Almeria;Santander;0  :  1;Santander;true;false
season_7-8;6;30.09. 17:00;Atl. Madrid;Osasuna;2  :  0;Atl. Madrid;true;false
season_7-8;6;30.09. 17:00;Betis;Mallorca;3  :  0;Betis;false;false
season_7-8;6;30.09. 17:00;Espanyol;La Coruňa;1  :  0;Espanyol;true;false
season_7-8;6;30.09. 17:00;Valladolid;Murcia;1  :  4;Murcia;false;true
season_7-8;6;30.09. 17:00;Villarreal;Ath. Bilbao;1  :  0;Villarreal;true;false
season_7-8;6;29.09. 22:00;Levante;Barcelona;1  :  4;Barcelona;false;true
season_7-8;6;29.09. 20:00;Zaragoza;Sevilla;2  :  0;Zaragoza;true;false
season_7-8;7;07.10. 21:00;Santander;Valladolid;2  :  0;Santander;true;false
season_7-8;7;07.10. 17:00;Ath. Bilbao;Almeria;1  :  1;draw;true;true
season_7-8;7;07.10. 17:00;Barcelona;Atl. Madrid;3  :  0;Barcelona;false;false
season_7-8;7;07.10. 17:00;Mallorca;Getafe;4  :  2;Mallorca;false;true
season_7-8;7;07.10. 17:00;Murcia;Betis;0  :  0;draw;true;false
season_7-8;7;07.10. 17:00;Osasuna;Villarreal;3  :  2;Osasuna;false;true
season_7-8;7;07.10. 17:00;Real Madrid;Huelva;2  :  0;Real Madrid;true;false
season_7-8;7;07.10. 17:00;Sevilla;La Coruňa;0  :  1;La Coruňa;true;false
season_7-8;7;07.10. 17:00;Zaragoza;Levante;3  :  0;Zaragoza;false;false
season_7-8;7;06.10. 22:00;Valencia;Espanyol;1  :  2;Espanyol;false;true
season_7-8;8;21.10. 21:00;Atl. Madrid;Zaragoza;4  :  0;Atl. Madrid;false;false
season_7-8;8;21.10. 17:00;Almeria;Osasuna;2  :  0;Almeria;true;false
season_7-8;8;21.10. 17:00;Betis;Santander;1  :  1;draw;true;true
season_7-8;8;21.10. 17:00;Getafe;Murcia;2  :  0;Getafe;true;false
season_7-8;8;21.10. 17:00;Huelva;Mallorca;0  :  2;Mallorca;true;false
season_7-8;8;21.10. 17:00;Valladolid;Ath. Bilbao;1  :  2;Ath. Bilbao;false;true
season_7-8;8;20.10. 22:00;Espanyol;Real Madrid;2  :  1;Espanyol;false;true
season_7-8;8;20.10. 20:00;La Coruňa;Valencia;2  :  4;Valencia;false;true
season_7-8;8;20.10. 20:00;Levante;Sevilla;0  :  2;Sevilla;true;false
season_7-8;8;20.10. 20:00;Villarreal;Barcelona;3  :  1;Villarreal;false;true
season_7-8;9;28.10. 21:00;Sevilla;Valencia;3  :  0;Sevilla;false;false
season_7-8;9;28.10. 19:00;Barcelona;Almeria;2  :  0;Barcelona;true;false
season_7-8;9;28.10. 17:00;Levante;Atl. Madrid;0  :  1;Atl. Madrid;true;false
season_7-8;9;28.10. 17:00;Murcia;Huelva;1  :  0;Murcia;true;false
season_7-8;9;28.10. 17:00;Osasuna;Valladolid;2  :  2;draw;false;true
season_7-8;9;28.10. 17:00;Real Madrid;La Coruňa;3  :  1;Real Madrid;false;true
season_7-8;9;28.10. 17:00;Santander;Getafe;2  :  0;Santander;true;false
season_7-8;9;28.10. 17:00;Zaragoza;Villarreal;4  :  1;Zaragoza;false;true
season_7-8;9;27.10. 22:00;Ath. Bilbao;Betis;0  :  0;draw;true;false
season_7-8;9;27.10. 20:00;Mallorca;Espanyol;2  :  2;draw;false;true
season_7-8;10;01.11. 22:00;Espanyol;Murcia;0  :  0;draw;true;false
season_7-8;10;01.11. 22:00;Valladolid;Barcelona;1  :  1;draw;true;true
season_7-8;10;31.10. 22:00;Atl. Madrid;Sevilla;4  :  3;Atl. Madrid;false;true
season_7-8;10;31.10. 21:00;Valencia;Real Madrid;1  :  5;Real Madrid;false;true
season_7-8;10;31.10. 20:00;Almeria;Zaragoza;0  :  1;Zaragoza;true;false
season_7-8;10;31.10. 20:00;Betis;Osasuna;0  :  3;Osasuna;false;false
season_7-8;10;31.10. 20:00;Getafe;Ath. Bilbao;2  :  0;Getafe;true;false
season_7-8;10;31.10. 20:00;Huelva;Santander;0  :  0;draw;true;false
season_7-8;10;31.10. 20:00;La Coruňa;Mallorca;1  :  1;draw;true;true
season_7-8;10;31.10. 20:00;Villarreal;Levante;3  :  0;Villarreal;false;false
season_7-8;11;04.11. 21:00;Ath. Bilbao;Huelva;2  :  0;Ath. Bilbao;true;false
season_7-8;11;04.11. 19:00;Barcelona;Betis;3  :  0;Barcelona;false;false
season_7-8;11;04.11. 17:00;Atl. Madrid;Villarreal;3  :  4;Villarreal;false;true
season_7-8;11;04.11. 17:00;Levante;Almeria;3  :  0;Levante;false;false
season_7-8;11;04.11. 17:00;Murcia;La Coruňa;0  :  2;La Coruňa;true;false
season_7-8;11;04.11. 17:00;Osasuna;Getafe;0  :  2;Getafe;true;false
season_7-8;11;04.11. 17:00;Santander;Espanyol;1  :  1;draw;true;true
season_7-8;11;04.11. 17:00;Zaragoza;Valladolid;2  :  3;Valladolid;false;true
season_7-8;11;03.11. 22:00;Sevilla;Real Madrid;2  :  0;Sevilla;true;false
season_7-8;11;03.11. 20:00;Mallorca;Valencia;0  :  2;Valencia;true;false
season_7-8;12;11.11. 21:00;Villarreal;Sevilla;3  :  2;Villarreal;false;true
season_7-8;12;11.11. 19:00;Real Madrid;Mallorca;4  :  3;Real Madrid;false;true
season_7-8;12;11.11. 17:00;Almeria;Atl. Madrid;0  :  0;draw;true;false
season_7-8;12;11.11. 17:00;Betis;Zaragoza;2  :  1;Betis;false;true
season_7-8;12;11.11. 17:00;Espanyol;Ath. Bilbao;2  :  1;Espanyol;false;true
season_7-8;12;11.11. 17:00;Huelva;Osasuna;1  :  0;Huelva;true;false
season_7-8;12;11.11. 17:00;La Coruňa;Santander;0  :  1;Santander;true;false
season_7-8;12;11.11. 17:00;Valladolid;Levante;1  :  0;Valladolid;true;false
season_7-8;12;10.11. 22:00;Valencia;Murcia;3  :  0;Valencia;false;false
season_7-8;12;10.11. 20:00;Getafe;Barcelona;2  :  0;Getafe;true;false
season_7-8;13;25.11. 21:00;Zaragoza;Getafe;1  :  1;draw;true;true
season_7-8;13;25.11. 19:00;Santander;Valencia;1  :  0;Santander;true;false
season_7-8;13;25.11. 17:00;Ath. Bilbao;La Coruňa;2  :  2;draw;false;true
season_7-8;13;25.11. 17:00;Atl. Madrid;Valladolid;4  :  3;Atl. Madrid;false;true
season_7-8;13;25.11. 17:00;Levante;Betis;4  :  3;Levante;false;true
season_7-8;13;25.11. 17:00;Osasuna;Espanyol;1  :  2;Espanyol;false;true
season_7-8;13;25.11. 17:00;Villarreal;Almeria;1  :  1;draw;true;true
season_7-8;13;24.11. 22:00;Murcia;Real Madrid;1  :  1;draw;true;true
season_7-8;13;24.11. 20:00;Barcelona;Huelva;3  :  0;Barcelona;false;false
season_7-8;13;24.11. 20:00;Sevilla;Mallorca;1  :  2;Mallorca;false;true
season_7-8;14;02.12. 21:00;Valencia;Ath. Bilbao;0  :  3;Ath. Bilbao;false;false
season_7-8;14;02.12. 19:00;Betis;Atl. Madrid;0  :  2;Atl. Madrid;true;false
season_7-8;14;02.12. 17:00;Getafe;Levante;2  :  1;Getafe;false;true
season_7-8;14;02.12. 17:00;Huelva;Zaragoza;2  :  1;Huelva;false;true
season_7-8;14;02.12. 17:00;La Coruňa;Osasuna;1  :  2;Osasuna;false;true
season_7-8;14;02.12. 17:00;Mallorca;Murcia;1  :  1;draw;true;true
season_7-8;14;02.12. 17:00;Valladolid;Villarreal;2  :  0;Valladolid;true;false
season_7-8;14;01.12. 22:00;Espanyol;Barcelona;1  :  1;draw;true;true
season_7-8;14;01.12. 20:00;Almeria;Sevilla;1  :  0;Almeria;true;false
season_7-8;14;01.12. 20:00;Real Madrid;Santander;3  :  1;Real Madrid;false;true
season_7-8;15;09.12. 21:00;Barcelona;La Coruňa;2  :  1;Barcelona;false;true
season_7-8;15;09.12. 19:00;Atl. Madrid;Getafe;1  :  0;Atl. Madrid;true;false
season_7-8;15;09.12. 17:00;Almeria;Valladolid;1  :  0;Almeria;true;false
season_7-8;15;09.12. 17:00;Levante;Huelva;0  :  2;Huelva;true;false
season_7-8;15;09.12. 17:00;Santander;Mallorca;3  :  1;Santander;false;true
season_7-8;15;09.12. 17:00;Sevilla;Murcia;3  :  1;Sevilla;false;true
season_7-8;15;09.12. 17:00;Villarreal;Betis;0  :  1;Betis;true;false
season_7-8;15;09.12. 17:00;Zaragoza;Espanyol;3  :  3;draw;false;true
season_7-8;15;08.12. 22:00;Ath. Bilbao;Real Madrid;0  :  1;Real Madrid;true;false
season_7-8;15;08.12. 20:00;Osasuna;Valencia;0  :  0;draw;true;false
season_7-8;16;16.12. 21:00;Real Madrid;Osasuna;2  :  0;Real Madrid;true;false
season_7-8;16;16.12. 19:00;Huelva;Atl. Madrid;0  :  0;draw;true;false
season_7-8;16;16.12. 17:00;Betis;Almeria;3  :  1;Betis;false;true
season_7-8;16;16.12. 17:00;Getafe;Villarreal;1  :  3;Villarreal;false;true
season_7-8;16;16.12. 17:00;La Coruňa;Zaragoza;1  :  1;draw;true;true
season_7-8;16;16.12. 17:00;Mallorca;Ath. Bilbao;0  :  0;draw;true;false
season_7-8;16;16.12. 17:00;Murcia;Santander;2  :  1;Murcia;false;true
season_7-8;16;16.12. 17:00;Valladolid;Sevilla;0  :  0;draw;true;false
season_7-8;16;15.12. 22:00;Valencia;Barcelona;0  :  3;Barcelona;false;false
season_7-8;16;15.12. 20:00;Espanyol;Levante;1  :  0;Espanyol;true;false
season_7-8;17;23.12. 21:00;Ath. Bilbao;Murcia;1  :  1;draw;true;true
season_7-8;17;23.12. 19:00;Barcelona;Real Madrid;0  :  1;Real Madrid;true;false
season_7-8;17;23.12. 17:00;Atl. Madrid;Espanyol;1  :  2;Espanyol;false;true
season_7-8;17;23.12. 17:00;Levante;La Coruňa;0  :  1;La Coruňa;true;false
season_7-8;17;23.12. 17:00;Osasuna;Mallorca;3  :  1;Osasuna;false;true
season_7-8;17;23.12. 17:00;Valladolid;Betis;0  :  0;draw;true;false
season_7-8;17;23.12. 17:00;Villarreal;Huelva;1  :  1;draw;true;true
season_7-8;17;22.12. 22:00;Sevilla;Santander;4  :  1;Sevilla;false;true
season_7-8;17;22.12. 20:00;Almeria;Getafe;0  :  2;Getafe;true;false
season_7-8;17;22.12. 20:00;Zaragoza;Valencia;2  :  2;draw;false;true
season_7-8;18;06.01. 21:00;Sevilla;Betis;3  :  0;Sevilla;false;false
season_7-8;18;06.01. 19:00;Real Madrid;Zaragoza;2  :  0;Real Madrid;true;false
season_7-8;18;06.01. 17:00;Getafe;Valladolid;0  :  3;Valladolid;false;false
season_7-8;18;06.01. 17:00;Huelva;Almeria;1  :  1;draw;true;true
season_7-8;18;06.01. 17:00;La Coruňa;Atl. Madrid;0  :  3;Atl. Madrid;false;false
season_7-8;18;06.01. 17:00;Murcia;Osasuna;2  :  0;Murcia;true;false
season_7-8;18;06.01. 17:00;Santander;Ath. Bilbao;1  :  0;Santander;true;false
season_7-8;18;06.01. 17:00;Valencia;Levante;0  :  0;draw;true;false
season_7-8;18;05.01. 22:00;Espanyol;Villarreal;3  :  0;Espanyol;false;false
season_7-8;18;05.01. 20:00;Mallorca;Barcelona;0  :  2;Barcelona;true;false
season_7-8;19;13.01. 21:00;Atl. Madrid;Valencia;1  :  0;Atl. Madrid;true;false
season_7-8;19;13.01. 19:00;Levante;Real Madrid;0  :  2;Real Madrid;true;false
season_7-8;19;13.01. 17:00;Almeria;Espanyol;1  :  0;Almeria;true;false
season_7-8;19;13.01. 17:00;Betis;Getafe;3  :  2;Betis;false;true
season_7-8;19;13.01. 17:00;Osasuna;Santander;0  :  2;Santander;true;false
season_7-8;19;13.01. 17:00;Valladolid;Huelva;3  :  1;Valladolid;false;true
season_7-8;19;13.01. 17:00;Villarreal;La Coruňa;4  :  3;Villarreal;false;true
season_7-8;19;13.01. 17:00;Zaragoza;Mallorca;2  :  2;draw;false;true
season_7-8;19;12.01. 22:00;Ath. Bilbao;Sevilla;2  :  0;Ath. Bilbao;true;false
season_7-8;19;12.01. 20:00;Barcelona;Murcia;4  :  0;Barcelona;false;false
season_7-8;20;20.01. 21:00;Barcelona;Santander;1  :  0;Barcelona;true;false
season_7-8;20;20.01. 19:00;Atl. Madrid;Real Madrid;0  :  2;Real Madrid;true;false
season_7-8;20;20.01. 17:00;Almeria;La Coruňa;1  :  0;Almeria;true;false
season_7-8;20;20.01. 17:00;Betis;Huelva;1  :  1;draw;true;true
season_7-8;20;20.01. 17:00;Levante;Mallorca;2  :  2;draw;false;true
season_7-8;20;20.01. 17:00;Osasuna;Ath. Bilbao;2  :  0;Osasuna;true;false
season_7-8;20;20.01. 17:00;Valladolid;Espanyol;2  :  1;Valladolid;false;true
season_7-8;20;20.01. 17:00;Zaragoza;Murcia;3  :  1;Zaragoza;false;true
season_7-8;20;19.01. 22:00;Villarreal;Valencia;3  :  0;Villarreal;false;false
season_7-8;20;19.01. 20:00;Getafe;Sevilla;3  :  2;Getafe;false;true
season_7-8;21;27.01. 21:00;Real Madrid;Villarreal;3  :  2;Real Madrid;false;true
season_7-8;21;27.01. 19:00;Ath. Bilbao;Barcelona;1  :  1;draw;true;true
season_7-8;21;27.01. 17:00;Espanyol;Betis;1  :  2;Betis;false;true
season_7-8;21;27.01. 17:00;Huelva;Getafe;1  :  3;Getafe;false;true
season_7-8;21;27.01. 17:00;La Coruňa;Valladolid;3  :  1;La Coruňa;false;true
season_7-8;21;27.01. 17:00;Mallorca;Atl. Madrid;1  :  0;Mallorca;true;false
season_7-8;21;27.01. 17:00;Murcia;Levante;2  :  3;Levante;false;true
season_7-8;21;27.01. 17:00;Santander;Zaragoza;2  :  2;draw;false;true
season_7-8;21;27.01. 17:00;Valencia;Almeria;0  :  1;Almeria;true;false
season_7-8;21;26.01. 22:00;Sevilla;Osasuna;2  :  1;Sevilla;false;true
season_7-8;22;03.02. 21:00;Getafe;Espanyol;0  :  1;Espanyol;true;false
season_7-8;22;03.02. 19:00;Barcelona;Osasuna;1  :  0;Barcelona;true;false
season_7-8;22;03.02. 17:00;Atl. Madrid;Murcia;1  :  1;draw;true;true
season_7-8;22;03.02. 17:00;Huelva;Sevilla;1  :  2;Sevilla;false;true
season_7-8;22;03.02. 17:00;Levante;Santander;1  :  1;draw;true;true
season_7-8;22;03.02. 17:00;Valladolid;Valencia;0  :  2;Valencia;true;false
season_7-8;22;03.02. 17:00;Villarreal;Mallorca;1  :  1;draw;true;true
season_7-8;22;03.02. 17:00;Zaragoza;Ath. Bilbao;1  :  0;Zaragoza;true;false
season_7-8;22;02.02. 22:00;Betis;La Coruňa;0  :  1;La Coruňa;true;false
season_7-8;22;02.02. 20:00;Almeria;Real Madrid;2  :  0;Almeria;true;false
season_7-8;23;10.02. 21:00;Valencia;Betis;3  :  1;Valencia;false;true
season_7-8;23;10.02. 19:00;Real Madrid;Valladolid;7  :  0;Real Madrid;false;false
season_7-8;23;10.02. 17:00;Ath. Bilbao;Levante;1  :  0;Ath. Bilbao;true;false
season_7-8;23;10.02. 17:00;Espanyol;Huelva;1  :  2;Huelva;false;true
season_7-8;23;10.02. 17:00;Mallorca;Almeria;0  :  0;draw;true;false
season_7-8;23;10.02. 17:00;Osasuna;Zaragoza;1  :  0;Osasuna;true;false
season_7-8;23;10.02. 17:00;Santander;Atl. Madrid;0  :  2;Atl. Madrid;true;false
season_7-8;23;09.02. 22:00;Sevilla;Barcelona;1  :  1;draw;true;true
season_7-8;23;09.02. 20:00;La Coruňa;Getafe;1  :  1;draw;true;true
season_7-8;23;09.02. 20:00;Murcia;Villarreal;0  :  1;Villarreal;true;false
season_7-8;24;17.02. 21:00;Atl. Madrid;Ath. Bilbao;1  :  2;Ath. Bilbao;false;true
season_7-8;24;17.02. 19:00;Getafe;Valencia;0  :  0;draw;true;false
season_7-8;24;17.02. 17:00;Almeria;Murcia;1  :  0;Almeria;true;false
